Bill_No,Customer_ID,Gender,Customer_Location,Purchase_ID,Date_Purchase,Week_Purchase,Time,Time_Bucket,Categories,Purchase_Item,"Purchase_Qty (kg,ltre)",Payment_Mode,Price,Gross Sale,%,Total Sales
1504,VKPM_VVMID02253,Male,Visakhapatnam,PRE_PRCS0493111,19-01-2026,Monday,13:52,Afternoon,Dairy & Frozen,Frozen Sweet Corn,1,UPI,50.00,50.00,0.25,49.75
1505,VKPM_VVMID02256,Male,Visakhapatnam,PRE_PRCS0493102,14-01-2026,Wednesday,13:57,Afternoon,Fruits & Vegitables,Banana Stem,2,UPI,60.90,121.80,5.75,116.05
1506,GJA_VVMID19645,Male,Gajuwaka,PRE_PRCS0493093,31-01-2026,Saturday,14:02,Afternoon,Personal Care,Aftershave Lotion,5,Credit Card,289.00,1445.00,25.05,1419.95
1507,DN_VVMID015635,Male,Dwaraka Nagar,PRE_PRCS0493084,16-01-2026,Friday,14:07,Afternoon,Home & Kitchen,Vases,2,Credit Card,225.60,451.20,5.75,445.45
1508,AN-VVMID009765,Male,Auto Nagar,PRE_PRCS0493075,27-01-2026,Tuesday,14:12,Afternoon,Apparel,Belts,1,Cash,389.90,389.90,0.25,389.65
1509,JMBJ_VVMID24510,Male,Jagadamba Junction,PRE_PRCS0493066,30-12-2025,Tuesday,14:17,Afternoon,General Merchandise,Fly Swatters,1,UPI,329.50,329.50,0.25,329.25
1510,AN-VVMID009779,Female,Auto Nagar,PRE_PRCS0493057,30-01-2026,Friday,14:22,Afternoon,Personal Care,Razor/Blade,5,Debit Card,80.60,403.00,25.05,377.95
1511,VKPM_VVMID02259,Male,Visakhapatnam,PRE_PRCS0493048,29-01-2026,Thursday,14:27,Afternoon,Personal Care,Beard Oil,5,UPI,80.89,404.45,25.05,379.40
1512,VKPM_VVMID02262,Female,Visakhapatnam,PRE_PRCS0493039,28-01-2026,Wednesday,14:32,Afternoon,Personal Care,Beard Wash,5,UPI,58.90,294.50,25.05,269.45
1513,NAD_VVMID30649,Male,NAD Junction,PRE_PRCS0493030,27-01-2026,Tuesday,14:37,Afternoon,Personal Care,Trimmer Oil,5,Cash,669.00,3345.00,25.05,3319.95
1514,DN_VVMID015649,Male,Dwaraka Nagar,PRE_PRCS0493021,26-01-2026,Monday,14:42,Afternoon,Personal Care,Face Wash (Men),6,Credit Card,329.50,1977.00,27.95,1949.05
1515,GJA_VVMID19655,Male,Gajuwaka,PRE_PRCS0493012,28-01-2026,Wednesday,14:47,Afternoon,Apparel,"Ethnic Sets (Sherwani, Nehru Jacket)",2,Credit Card,329.50,659.00,5.75,653.25
1516,AN-VVMID009793,Male,Auto Nagar,PRE_PRCS0493003,29-01-2026,Thursday,14:52,Afternoon,Apparel,Jeans / Denim,3,Debit Card,580.20,1740.60,10.75,1729.85
1517,DN_VVMID015663,Female,Dwaraka Nagar,PRE_PRCS0492994,30-12-2025,Tuesday,14:57,Afternoon,Grocery & Staples,Lentil Dumplings,1,Credit Card,45.80,45.80,0.25,45.55
1518,VKPM_VVMID02265,Male,Visakhapatnam,PRE_PRCS0492985,20-01-2026,Tuesday,15:02,Afternoon,Dairy & Frozen,Frozen Spinach,2,UPI,79.60,159.20,5.75,153.45
1519,VKPM_VVMID02268,Male,Visakhapatnam,PRE_PRCS0492976,15-01-2026,Thursday,15:07,Afternoon,Fruits & Vegitables,Broccoli,1,UPI,187.80,187.80,0.25,187.55
1520,MPM_VVMID28283,Female,Maddilapalem,PRE_PRCS0492967,25-01-2026,Sunday,15:12,Afternoon,Personal Care,Deodorant (Men),6,Debit Card,122.62,735.72,27.95,707.77
1521,MPM_VVMID28289,Male,Maddilapalem,PRE_PRCS0492958,17-01-2026,Saturday,15:17,Afternoon,Home & Kitchen,Incense Holders (Agarbatti Stand),2,Debit Card,35.90,71.80,5.75,66.05
1522,VKPM_VVMID02271,Male,Visakhapatnam,PRE_PRCS0492949,30-01-2026,Friday,15:22,Afternoon,Apparel,Jackets,4,UPI,2473.50,9894.00,16.75,9877.25
1523,VKPM_VVMID02274,Male,Visakhapatnam,PRE_PRCS0492940,31-12-2025,Wednesday,15:27,Afternoon,General Merchandise,Mosquito Nets,1,Cash,575.00,575.00,0.25,574.75
1524,MVPC_VVMID29635,Male,MVP Colony,PRE_PRCS0492931,24-01-2026,Saturday,15:32,Afternoon,Personal Care,Sanitary Pads,6,UPI,721.00,4326.00,27.95,4298.05
1525,NAD_VVMID30653,Male,NAD Junction,PRE_PRCS0492922,16-01-2026,Friday,15:37,Afternoon,Fruits & Vegitables,Mushroom,1,Cash,189.70,189.70,0.25,189.45
1526,VKPM_VVMID02277,Male,Visakhapatnam,PRE_PRCS0492913,31-01-2026,Saturday,15:42,Afternoon,Apparel,Rompers (for toddlers),5,UPI,288.04,1440.20,25.05,1415.15
1527,VKPM_VVMID02280,Male,Visakhapatnam,PRE_PRCS0492904,01-01-2026,Thursday,15:47,Afternoon,General Merchandise,LED Bulbs,3,Debit Card,200.00,600.00,10.75,589.25
1528,VKPM_VVMID02283,Female,Visakhapatnam,PRE_PRCS0492895,02-01-2026,Friday,15:52,Afternoon,General Merchandise,Tube Lights,3,Cash,999.00,2997.00,10.75,2986.25
1529,MPM_VVMID28295,Male,Maddilapalem,PRE_PRCS0492886,31-12-2025,Wednesday,15:57,Afternoon,Grocery & Staples,Rice Fryums,1,Debit Card,2399.00,2399.00,0.25,2398.75
1530,NAD_VVMID30657,Female,NAD Junction,PRE_PRCS0492877,21-01-2026,Wednesday,16:02,Afternoon,Dairy & Frozen,Frozen Beans,3,Cash,329.50,988.50,10.75,977.75
1531,DN_VVMID015677,Male,Dwaraka Nagar,PRE_PRCS0492868,17-01-2026,Saturday,16:07,Afternoon,Fruits & Vegitables,Colacasia Stem,1,Credit Card,98.54,98.54,0.25,98.29
1532,JMBJ_VVMID24529,Male,Jagadamba Junction,PRE_PRCS0492859,23-01-2026,Friday,16:12,Afternoon,Personal Care,Tampons,6,UPI,128.90,773.40,27.95,745.45
1533,MVPC_VVMID29639,Male,MVP Colony,PRE_PRCS0492850,30-12-2025,Tuesday,16:17,Afternoon,Home & Kitchen,Wind Chimes,2,UPI,299.00,598.00,5.75,592.25
1534,NAD_VVMID30661,Male,NAD Junction,PRE_PRCS0492841,20-12-2025,Saturday,16:22,Afternoon,Apparel,Caps,2,Cash,650.00,1300.00,5.75,1294.25
1535,VKPM_VVMID02286,Female,Visakhapatnam,PRE_PRCS0492832,03-01-2026,Saturday,16:27,Afternoon,General Merchandise,Emergency Lights,3,UPI,329.50,988.50,10.75,977.75
1536,VKPM_VVMID02289,Male,Visakhapatnam,PRE_PRCS0492823,04-01-2026,Sunday,16:32,Afternoon,General Merchandise,Lanterns,3,Net Banking,180.80,542.40,10.75,531.65
1537,VKPM_VVMID02292,Male,Visakhapatnam,PRE_PRCS0492814,05-01-2026,Monday,16:37,Afternoon,General Merchandise,Decorative Lights / String Lights,3,Cash,122.06,366.18,10.75,355.43
1538,MVPC_VVMID29643,Female,MVP Colony,PRE_PRCS0492805,01-01-2026,Thursday,16:42,Afternoon,Grocery & Staples,Dried Mango Slices,1,UPI,329.50,329.50,0.25,329.25
1539,JMBJ_VVMID24548,Male,Jagadamba Junction,PRE_PRCS0492796,30-12-2025,Tuesday,16:47,Afternoon,Grocery & Staples,Potato Dried Chips,1,UPI,120.00,120.00,0.25,119.75
1540,DN_VVMID015691,Male,Dwaraka Nagar,PRE_PRCS0492787,22-01-2026,Thursday,16:52,Afternoon,Dairy & Frozen,Frozen Broccoli,4,Credit Card,280.90,1123.60,16.75,1106.85
1541,MPM_VVMID28301,Male,Maddilapalem,PRE_PRCS0492778,18-01-2026,Sunday,16:57,Afternoon,Fruits & Vegitables,Kohlrabi (Knol Khol),1,Debit Card,80.50,80.50,0.25,80.25
1542,VKPM_VVMID02295,Male,Visakhapatnam,PRE_PRCS0492769,22-01-2026,Thursday,17:02,Evening,Personal Care,Panty Liners,6,Cash,120.60,723.60,27.95,695.65
1543,JMBJ_VVMID24567,Male,Jagadamba Junction,PRE_PRCS0492760,31-12-2025,Wednesday,17:07,Evening,Home & Kitchen,Rangoli Stencils,2,UPI,80.60,161.20,5.75,155.45
1544,DN_VVMID015705,Male,Dwaraka Nagar,PRE_PRCS0492751,21-12-2025,Sunday,17:12,Evening,Apparel,Overcoats,1,Credit Card,120.60,120.60,0.25,120.35
1545,VKPM_VVMID02298,Male,Visakhapatnam,PRE_PRCS0492742,06-01-2026,Tuesday,17:17,Evening,General Merchandise,Night Lamps,3,UPI,530.30,1590.90,10.75,1580.15
1546,MPM_VVMID28307,Female,Maddilapalem,PRE_PRCS0492733,22-12-2025,Monday,17:22,Evening,Apparel,Shawls,1,Debit Card,723.80,723.80,0.25,723.55
1547,MVPC_VVMID29647,Male,MVP Colony,PRE_PRCS0492724,23-12-2025,Tuesday,17:27,Evening,Apparel,Mufflers / Scarves,1,UPI,300.00,300.00,0.25,299.75
1548,JMBJ_VVMID24586,Female,Jagadamba Junction,PRE_PRCS0492715,24-12-2025,Wednesday,17:32,Evening,Apparel,Sweaters / Cardigans,1,UPI,3196.70,3196.70,0.25,3196.45
1549,VKPM_VVMID02301,Male,Visakhapatnam,PRE_PRCS0492706,31-12-2025,Wednesday,17:37,Evening,Grocery & Staples,Dried Raw Banana Chips,1,Cash,329.50,329.50,0.25,329.25
1550,MPM_VVMID28313,Male,Maddilapalem,PRE_PRCS0492697,23-01-2026,Friday,17:42,Evening,Dairy & Frozen,Frozen Samosa,1,Debit Card,89.60,89.60,0.25,89.35
1551,MVPC_VVMID29651,Male,MVP Colony,PRE_PRCS0492688,19-01-2026,Monday,17:47,Evening,Fruits & Vegitables,Amaranth Stem,1,UPI,120.00,120.00,0.25,119.75
1552,VKPM_VVMID02304,Male,Visakhapatnam,PRE_PRCS0492679,21-01-2026,Wednesday,17:52,Evening,Personal Care,Menstrual Cup,6,Debit Card,45.80,274.80,27.95,246.85
1553,VKPM_VVMID02307,Female,Visakhapatnam,PRE_PRCS0492670,01-01-2026,Thursday,17:57,Evening,Home & Kitchen,"Festive Decorations (Torans, Bandanwar)",2,Cash,329.50,659.00,5.75,653.25
1554,VKPM_VVMID02310,Male,Visakhapatnam,PRE_PRCS0492661,25-12-2025,Thursday,18:02,Evening,Apparel,"Innerwear (Vests, Briefs, Bras, Panties)",1,Cash,1213.50,1213.50,0.25,1213.25
1555,VZNM_VVMID07585,Male,Vizianagaram,PRE_PRCS0492652,07-01-2026,Wednesday,18:07,Evening,General Merchandise,Solar Lights,3,UPI,602.92,1808.76,10.75,1798.01
1556,VKPM_VVMID02313,Female,Visakhapatnam,PRE_PRCS0492643,01-01-2026,Thursday,18:12,Evening,Grocery & Staples,Sun-dried Chillies,2,Debit Card,399.00,798.00,5.75,792.25
1557,VKPM_VVMID02316,Male,Visakhapatnam,PRE_PRCS0492634,30-12-2025,Tuesday,18:17,Evening,Grocery & Staples,Dry Amla,2,Cash,329.50,659.00,5.75,653.25
1558,VKPM_VVMID02319,Male,Visakhapatnam,PRE_PRCS0492625,31-12-2025,Wednesday,18:22,Evening,Grocery & Staples,Rice (Raw),2,UPI,799.00,1598.00,5.75,1592.25
1559,VKPM_VVMID02322,Male,Visakhapatnam,PRE_PRCS0492616,01-01-2026,Thursday,18:27,Evening,Grocery & Staples,Rice (Boiled/Parboiled),2,Net Banking,599.00,1198.00,5.75,1192.25
1560,MVPC_VVMID29655,Male,MVP Colony,PRE_PRCS0492607,24-01-2026,Saturday,18:32,Evening,Dairy & Frozen,Frozen Spring Rolls,1,UPI,130.00,130.00,0.25,129.75
1561,JMBJ_VVMID24605,Male,Jagadamba Junction,PRE_PRCS0492598,20-01-2026,Tuesday,18:37,Evening,Fruits & Vegitables,Mango,1,UPI,45.80,45.80,0.25,45.55
1562,VKPM_VVMID02325,Male,Visakhapatnam,PRE_PRCS0492589,20-01-2026,Tuesday,18:42,Evening,Personal Care,Hair Removal Cream,6,Cash,251.80,1510.80,27.95,1482.85
1563,VKPM_VVMID02328,Male,Visakhapatnam,PRE_PRCS0492580,30-12-2025,Tuesday,18:47,Evening,Home & Kitchen,Plastic Storage Boxes,2,Debit Card,1968.40,3936.80,5.75,3931.05
1564,VKPM_VVMID02331,Female,Visakhapatnam,PRE_PRCS0492571,26-12-2025,Friday,18:52,Evening,Apparel,Pathani Suit,1,Debit Card,1290.40,1290.40,0.25,1290.15
1565,SKLM_VVMID802320,Male,Srikakulam,PRE_PRCS0492562,08-01-2026,Thursday,18:57,Evening,General Merchandise,Rechargeable Torches,3,Net Banking,2516.80,7550.40,10.75,7539.65
1566,JMBJ_VVMID24624,Female,Jagadamba Junction,PRE_PRCS0492553,25-01-2026,Sunday,19:02,Evening,Dairy & Frozen,Frozen Aloo Tikki,1,UPI,329.50,329.50,0.25,329.25
1567,VKPM_VVMID02334,Male,Visakhapatnam,PRE_PRCS0492544,26-01-2026,Monday,19:07,Evening,Dairy & Frozen,Frozen Vada Pav,1,Cash,69.80,69.80,0.25,69.55
1568,VKPM_VVMID02337,Male,Visakhapatnam,PRE_PRCS0492535,27-01-2026,Tuesday,19:12,Evening,Dairy & Frozen,"Frozen Paratha (Aloo, Gobi, Laccha, Plain)",2,Debit Card,168.90,337.80,5.75,332.05
1569,VKPM_VVMID02340,Male,Visakhapatnam,PRE_PRCS0492526,30-12-2025,Tuesday,19:17,Evening,Grocery & Staples,Basmati Rice,2,Cash,1450.90,2901.80,5.75,2896.05
1570,VKPM_VVMID02343,Male,Visakhapatnam,PRE_PRCS0492517,28-01-2026,Wednesday,19:22,Evening,Dairy & Frozen,Frozen Pakoda / Bhajiya,2,Cash,139.00,278.00,5.75,272.25
1571,VKPM_VVMID02346,Female,Visakhapatnam,PRE_PRCS0492508,21-01-2026,Wednesday,19:27,Evening,Fruits & Vegitables,Banana,1,Cash,180.40,180.40,0.25,180.15
1572,VKPM_VVMID02349,Male,Visakhapatnam,PRE_PRCS0492499,19-01-2026,Monday,19:32,Evening,Personal Care,Wax Strips,6,UPI,60.00,360.00,27.95,332.05
1573,VKPM_VVMID02352,Male,Visakhapatnam,PRE_PRCS0492490,31-12-2025,Wednesday,19:37,Evening,Home & Kitchen,Laundry Baskets,2,Cash,490.80,981.60,5.75,975.85
1574,VKPM_VVMID02355,Female,Visakhapatnam,PRE_PRCS0492481,27-12-2025,Saturday,19:42,Evening,Apparel,Jodhpuri Suit,1,Cash,1298.40,1298.40,0.25,1298.15
1575,GJA_VVMID19665,Male,Gajuwaka,PRE_PRCS0492472,09-01-2026,Friday,19:47,Evening,General Merchandise,Extension Cords / Boards,3,UPI,329.50,988.50,10.75,977.75
1576,VKPM_VVMID02358,Male,Visakhapatnam,PRE_PRCS0492463,22-01-2026,Thursday,19:52,Evening,Fruits & Vegitables,Apple,1,Debit Card,120.75,120.75,0.25,120.50
1577,VKPM_VVMID02361,Male,Visakhapatnam,PRE_PRCS0492454,29-01-2026,Thursday,19:57,Evening,Dairy & Frozen,Frozen Kebabs (Veg & Non-Veg),2,UPI,80.00,160.00,5.75,154.25
1578,VKPM_VVMID02364,Male,Visakhapatnam,PRE_PRCS0492445,31-12-2025,Wednesday,20:02,Evening,Grocery & Staples,Sona Masoori Rice,2,UPI,905.86,1811.72,5.75,1805.97
1579,VKPM_VVMID02367,Male,Visakhapatnam,PRE_PRCS0492436,30-01-2026,Friday,20:07,Evening,Dairy & Frozen,Frozen Cutlets,2,Net Banking,119.00,238.00,5.75,232.25
1580,VKPM_VVMID02370,Male,Visakhapatnam,PRE_PRCS0492427,23-01-2026,Friday,20:12,Evening,Fruits & Vegitables,Grapes,1,Cash,179.00,179.00,0.25,178.75
1581,VKPM_VVMID02373,Male,Visakhapatnam,PRE_PRCS0492418,18-01-2026,Sunday,20:17,Evening,Personal Care,Bleach Cream,6,Net Banking,129.00,774.00,27.95,746.05
1582,VKPM_VVMID02376,Female,Visakhapatnam,PRE_PRCS0492409,01-01-2026,Thursday,20:22,Evening,Home & Kitchen,Shoe Racks,2,UPI,1416.80,2833.60,5.75,2827.85
1583,VKPM_VVMID02379,Male,Visakhapatnam,PRE_PRCS0492400,28-12-2025,Sunday,20:27,Evening,Apparel,Blazers,1,UPI,349.90,349.90,0.25,349.65
1584,AN-VVMID009807,Female,Auto Nagar,PRE_PRCS0492391,10-01-2026,Saturday,20:32,Evening,General Merchandise,Plug Adapters,3,Cash,399.60,1198.80,10.75,1188.05
1585,VKPM_VVMID02382,Male,Visakhapatnam,PRE_PRCS0492382,24-01-2026,Saturday,20:37,Evening,Fruits & Vegitables,Pomegranate,1,UPI,120.00,120.00,0.25,119.75
1586,VKPM_VVMID02385,Male,Visakhapatnam,PRE_PRCS0492373,25-01-2026,Sunday,20:42,Evening,Fruits & Vegitables,Guava,1,Net Banking,50.00,50.00,0.25,49.75
1587,VKPM_VVMID02388,Male,Visakhapatnam,PRE_PRCS0492364,26-01-2026,Monday,20:47,Evening,Fruits & Vegitables,Papaya,1,Cash,120.60,120.60,0.25,120.35
1588,VZNM_VVMID07593,Male,Vizianagaram,PRE_PRCS0492355,01-01-2026,Thursday,20:52,Evening,Grocery & Staples,Broken Rice,2,UPI,245.60,491.20,5.75,485.45
1589,VKPM_VVMID02391,Female,Visakhapatnam,PRE_PRCS0492346,31-01-2026,Saturday,20:57,Evening,Dairy & Frozen,Frozen Momos,2,Cash,128.60,257.20,5.75,251.45
1590,VKPM_VVMID02394,Male,Visakhapatnam,PRE_PRCS0492337,27-01-2026,Tuesday,21:02,Evening,Fruits & Vegitables,Watermelon,1,UPI,60.00,60.00,0.25,59.75
1591,VKPM_VVMID02397,Male,Visakhapatnam,PRE_PRCS0492328,17-01-2026,Saturday,21:07,Evening,Personal Care,Sindoor,6,Cash,120.00,720.00,27.95,692.05
1592,VKPM_VVMID02400,Female,Visakhapatnam,PRE_PRCS0492319,30-12-2025,Tuesday,21:12,Evening,Home & Kitchen,Wall Shelves,2,Net Banking,7096.40,14192.80,5.75,14187.05
1593,VKPM_VVMID02403,Male,Visakhapatnam,PRE_PRCS0492310,29-12-2025,Monday,21:17,Evening,Apparel,"Shorts (Casual, Denim, Cargo)",1,Net Banking,1626.80,1626.80,0.25,1626.55
1594,GJA_VVMID19675,Male,Gajuwaka,PRE_PRCS0492301,11-01-2026,Sunday,21:22,Evening,General Merchandise,Switches & Sockets,1,Credit Card,299.80,299.80,0.25,299.55
1595,SKLM_VVMID802340,Male,Srikakulam,PRE_PRCS0492292,25-12-2025,Thursday,21:27,Evening,Grocery & Staples,Wheat,2,Net Banking,299.00,598.00,5.75,592.25
1596,AN-VVMID009821,Male,Auto Nagar,PRE_PRCS0492283,12-01-2026,Monday,21:32,Evening,General Merchandise,USB Chargers,1,Debit Card,300.00,300.00,0.25,299.75
1597,GJA_VVMID19685,Male,Gajuwaka,PRE_PRCS0492274,21-12-2025,Sunday,21:37,Evening,Grocery & Staples,Wheat Flour (Atta),2,UPI,299.00,598.00,5.75,592.25
1598,VKPM_VVMID02406,Male,Visakhapatnam,PRE_PRCS0492265,20-12-2025,Saturday,21:42,Evening,Dairy & Frozen,Frozen Parathas,2,UPI,129.00,258.00,5.75,252.25
1599,VZNM_VVMID07601,Male,Vizianagaram,PRE_PRCS0492256,28-01-2026,Wednesday,21:47,Evening,Fruits & Vegitables,Muskmelon,1,UPI,130.60,130.60,0.25,130.35
1600,VKPM_VVMID02409,Female,Visakhapatnam,PRE_PRCS0492247,16-01-2026,Friday,21:52,Evening,Personal Care,Bindi,1,UPI,120.80,120.80,0.25,120.55
1601,VKPM_VVMID02412,Male,Visakhapatnam,PRE_PRCS0492238,31-12-2025,Wednesday,21:57,Evening,Home & Kitchen,Hangers,2,Cash,229.10,458.20,5.75,452.45
1602,VKPM_VVMID02415,Female,Visakhapatnam,PRE_PRCS0492229,30-12-2025,Tuesday,10:02,Morning,Apparel,Nightwear / Pyjama Sets,1,Cash,1613.00,1613.00,0.25,1612.75
1603,VKPM_VVMID02418,Male,Visakhapatnam,PRE_PRCS0492220,13-01-2026,Tuesday,10:08,Morning,General Merchandise,Power Banks,1,UPI,120.00,120.00,0.25,119.75
1604,AN-VVMID009835,Male,Auto Nagar,PRE_PRCS0492211,22-12-2025,Monday,10:14,Morning,Grocery & Staples,All Purpose Flour (Maida),2,Cash,599.80,1199.60,5.75,1193.85
1605,VKPM_VVMID02421,Male,Visakhapatnam,PRE_PRCS0492202,14-01-2026,Wednesday,10:20,Morning,General Merchandise,Mobile/Laptop Chargers,1,UPI,200.50,200.50,0.25,200.25
1606,NAD_VVMID30665,Male,NAD Junction,PRE_PRCS0492193,15-01-2026,Thursday,10:26,Morning,General Merchandise,"Cables (USB, HDMI, AUX)",1,Cash,360.80,360.80,0.25,360.55
1607,GJA_VVMID19695,Female,Gajuwaka,PRE_PRCS0492184,23-12-2025,Tuesday,10:32,Morning,Grocery & Staples,Semolina (Rava),2,Credit Card,119.60,239.20,5.75,233.45
1608,VZNM_VVMID07609,Male,Vizianagaram,PRE_PRCS0492175,21-12-2025,Sunday,10:38,Morning,Dairy & Frozen,Frozen Naan,2,UPI,179.00,358.00,5.75,352.25
1609,SKLM_VVMID802360,Male,Srikakulam,PRE_PRCS0492166,29-01-2026,Thursday,10:44,Morning,Fruits & Vegitables,Orange,1,Net Banking,80.00,80.00,0.25,79.75
1610,VZNM_VVMID07617,Female,Vizianagaram,PRE_PRCS0492157,15-01-2026,Thursday,10:50,Morning,Personal Care,Deodorant Spray,1,UPI,329.50,329.50,0.25,329.25
1611,VKPM_VVMID02424,Male,Visakhapatnam,PRE_PRCS0492148,01-01-2026,Thursday,10:56,Morning,Home & Kitchen,Storage Bins,1,UPI,299.00,299.00,0.25,298.75
1612,VKPM_VVMID02427,Male,Visakhapatnam,PRE_PRCS0492139,31-12-2025,Wednesday,11:02,Morning,Apparel,Sports Jerseys,1,UPI,700.40,700.40,0.25,700.15
1613,DN_VVMID015719,Male,Dwaraka Nagar,PRE_PRCS0492130,16-01-2026,Friday,11:08,Morning,General Merchandise,"Batteries (AA, AAA, etc.)",1,Credit Card,50.00,50.00,0.25,49.75
1614,VZNM_VVMID07625,Male,Vizianagaram,PRE_PRCS0492121,01-01-2026,Thursday,11:14,Morning,Apparel,Tracksuits,1,UPI,519.00,519.00,0.25,518.75
1615,SKLM_VVMID802380,Male,Srikakulam,PRE_PRCS0492112,02-01-2026,Friday,11:20,Morning,Apparel,Gym Wear / Athleisure,1,Net Banking,1661.80,1661.80,0.25,1661.55
1616,GJA_VVMID19705,Male,Gajuwaka,PRE_PRCS0492103,03-01-2026,Saturday,11:26,Morning,Apparel,Running Shorts,1,UPI,345.46,345.46,0.25,345.21
1617,AN-VVMID009849,Male,Auto Nagar,PRE_PRCS0492094,24-12-2025,Wednesday,11:32,Morning,Grocery & Staples,Bombay Rava,2,Debit Card,230.00,460.00,5.75,454.25
1618,SKLM_VVMID802400,Female,Srikakulam,PRE_PRCS0492085,22-12-2025,Monday,11:38,Morning,Dairy & Frozen,Frozen Roti / Chapati,2,Net Banking,129.70,259.40,5.75,253.65
1619,GJA_VVMID19715,Male,Gajuwaka,PRE_PRCS0492076,30-01-2026,Friday,11:44,Morning,Fruits & Vegitables,Sweet Lime (Mosambi),1,UPI,80.60,80.60,0.25,80.35
1620,SKLM_VVMID802420,Female,Srikakulam,PRE_PRCS0492067,14-01-2026,Wednesday,11:50,Morning,Personal Care,Deodorant Roll-On,1,Net Banking,123.02,123.02,0.25,122.77
1621,VZNM_VVMID07633,Male,Vizianagaram,PRE_PRCS0492058,30-12-2025,Tuesday,11:56,Morning,Home & Kitchen,Drawer Organizers,2,UPI,329.50,659.00,5.75,653.25
1622,AN-VVMID009863,Male,Auto Nagar,PRE_PRCS0492049,04-01-2026,Sunday,12:02,Afternoon,Apparel,"Belts (Leather, Canvas, Formal, Casual)",2,Cash,1280.50,2561.00,5.75,2555.25
1623,MPM_VVMID28319,Male,Maddilapalem,PRE_PRCS0492040,17-01-2026,Saturday,12:08,Afternoon,General Merchandise,Stabilizers,1,Debit Card,1880.00,1880.00,0.25,1879.75
1624,AN-VVMID009877,Male,Auto Nagar,PRE_PRCS0492031,31-01-2026,Saturday,12:14,Afternoon,Fruits & Vegitables,Lemon,1,Cash,35.80,35.80,0.25,35.55
1625,GJA_VVMID19725,Female,Gajuwaka,PRE_PRCS0492022,20-12-2025,Saturday,12:20,Afternoon,Fruits & Vegitables,Coconut,1,Credit Card,97.42,97.42,0.25,97.17
1626,AN-VVMID009891,Male,Auto Nagar,PRE_PRCS0492013,21-12-2025,Sunday,12:26,Afternoon,Fruits & Vegitables,Jackfruit,1,Debit Card,134.90,134.90,0.25,134.65
1627,VKPM_VVMID02430,Male,Visakhapatnam,PRE_PRCS0492004,25-12-2025,Thursday,12:32,Afternoon,Grocery & Staples,Idli Rava,2,UPI,299.00,598.00,5.75,592.25
1628,GJA_VVMID19735,Female,Gajuwaka,PRE_PRCS0491995,23-12-2025,Tuesday,12:38,Afternoon,Dairy & Frozen,Frozen Puri,2,UPI,129.90,259.80,5.75,254.05
1629,VKPM_VVMID02433,Male,Visakhapatnam,PRE_PRCS0491986,22-12-2025,Monday,12:44,Afternoon,Fruits & Vegitables,Pineapple,1,UPI,89.80,89.80,0.25,89.55
1630,GJA_VVMID19745,Male,Gajuwaka,PRE_PRCS0491977,13-01-2026,Tuesday,12:50,Afternoon,Personal Care,Deodorant Stick,1,UPI,329.50,329.50,0.25,329.25
1631,SKLM_VVMID802440,Male,Srikakulam,PRE_PRCS0491968,31-12-2025,Wednesday,12:56,Afternoon,Home & Kitchen,Wardrobe Organizers,1,Net Banking,1260.82,1260.82,0.25,1260.57
1632,GJA_VVMID19755,Male,Gajuwaka,PRE_PRCS0491959,05-01-2026,Monday,13:02,Afternoon,Apparel,Churidar,2,Credit Card,92.94,185.88,5.75,180.13
1633,MVPC_VVMID29659,Male,MVP Colony,PRE_PRCS0491950,18-01-2026,Sunday,13:08,Afternoon,General Merchandise,Calculators,1,UPI,200.90,200.90,0.25,200.65
1634,GJA_VVMID19765,Male,Gajuwaka,PRE_PRCS0491941,01-01-2026,Thursday,13:14,Afternoon,Home & Kitchen,Vegetable Baskets,1,UPI,200.00,200.00,0.25,199.75
1635,AN-VVMID009905,Male,Auto Nagar,PRE_PRCS0491932,30-12-2025,Tuesday,13:20,Afternoon,Home & Kitchen,Dustbins / Trash Cans,1,Cash,329.50,329.50,0.25,329.25
1636,GJA_VVMID19775,Female,Gajuwaka,PRE_PRCS0491923,31-12-2025,Wednesday,13:26,Afternoon,Home & Kitchen,Plastic Chairs / Stools,1,Credit Card,1280.70,1280.70,0.25,1280.45
1637,VKPM_VVMID02436,Male,Visakhapatnam,PRE_PRCS0491914,26-12-2025,Friday,13:32,Afternoon,Grocery & Staples,Upma Rava,2,UPI,128.90,257.80,5.75,252.05
1638,AN-VVMID009919,Female,Auto Nagar,PRE_PRCS0491905,24-12-2025,Wednesday,13:38,Afternoon,Dairy & Frozen,Frozen Biryani,2,Cash,300.90,601.80,5.75,596.05
1639,VKPM_VVMID02439,Male,Visakhapatnam,PRE_PRCS0491896,23-12-2025,Tuesday,13:44,Afternoon,Fruits & Vegitables,Sapota (Chikoo),1,UPI,139.70,139.70,0.25,139.45
1640,AN-VVMID009933,Male,Auto Nagar,PRE_PRCS0491887,12-01-2026,Monday,13:50,Afternoon,Personal Care,Body Spray,1,Cash,499.70,499.70,0.25,499.45
1641,AN-VVMID009947,Male,Auto Nagar,PRE_PRCS0491878,01-01-2026,Thursday,13:56,Afternoon,Home & Kitchen,Foldable Tables,1,Debit Card,329.50,329.50,0.25,329.25
